iteration,bin id,filling rate,leveltime since last pick up
5,bin#1,10,50,47.99999999999999
5,bin#4,9,50,47.99999999999999
5,bin#5,3,50,47.99999999999999
5,bin#6,6,50,47.99999999999999
5,bin#8,7,50,47.99999999999999
5,bin#9,9,50,47.99999999999999
5,bin#11,5,50,47.99999999999999
5,bin#12,4,50,47.99999999999999
5,bin#15,6,50,47.99999999999999
5,bin#16,9,50,47.99999999999999
5,bin#18,8,50,47.99999999999999
5,bin#21,5,50,47.99999999999999
5,bin#25,6,50,47.99999999999999
5,bin#26,9,50,47.99999999999999
5,bin#27,1,50,47.99999999999999
5,bin#28,8,50,47.99999999999999
5,bin#29,8,50,47.99999999999999
5,bin#32,5,50,47.99999999999999
5,bin#33,6,50,47.99999999999999
5,bin#34,8,50,47.99999999999999
5,bin#35,10,50,47.99999999999999
5,bin#40,9,50,47.99999999999999
10,bin#1,10,50,24.0
10,bin#2,5,50,71.99999999999999
10,bin#10,5,50,71.99999999999999
10,bin#14,3,50,71.99999999999999
10,bin#17,2,50,71.99999999999999
10,bin#19,3,50,71.99999999999999
10,bin#20,4,50,71.99999999999999
10,bin#22,6,50,71.99999999999999
10,bin#24,1,50,71.99999999999999
10,bin#35,10,50,24.0
10,bin#36,4,50,71.99999999999999
15,bin#1,10,50,24.0
15,bin#3,3,50,95.99999999999997
15,bin#4,9,50,47.99999999999999
15,bin#6,6,50,47.99999999999999
15,bin#8,7,50,47.99999999999999
15,bin#9,9,50,47.99999999999999
15,bin#11,5,50,47.99999999999999
15,bin#15,6,50,47.99999999999999
15,bin#16,9,50,47.99999999999999
15,bin#18,8,50,47.99999999999999
15,bin#21,5,50,47.99999999999999
15,bin#23,3,50,95.99999999999997
15,bin#25,6,50,47.99999999999999
15,bin#26,9,50,47.99999999999999
15,bin#28,8,50,47.99999999999999
15,bin#29,8,50,47.99999999999999
15,bin#31,2,50,95.99999999999997
15,bin#32,5,50,47.99999999999999
15,bin#33,6,50,47.99999999999999
15,bin#34,8,50,47.99999999999999
15,bin#35,10,50,24.0
15,bin#39,3,50,95.99999999999997
15,bin#40,9,50,47.99999999999999
20,bin#1,10,50,24.0
20,bin#2,5,50,47.99999999999999
20,bin#10,5,50,47.99999999999999
20,bin#12,4,50,71.99999999999999
20,bin#22,6,50,47.99999999999999
20,bin#35,10,50,24.0
20,bin#37,2,50,119.99999999999996
